========================================================================================================================
COVERAGE MATRIX - COMPLETE DATA DUMP
Source: C:\Users\tewing\Desktop\Claude Projects\Key_SOP_Matrix_RACI_Updated.xlsx
Sheet: Coverage Matrix
Total data rows: 343
Excel headers: ['SOP Title', 'SOP Action', 'Responsible Role', '(RACI) Responsible', '(RACI) Accountable', '(RACI) Consulted', '(RACI) Informed', 'Directive Section', 'Coverage Status', 'Gap Closure Recommendation', 'Category']
========================================================================================================================

Row# | SOP Title | SOP Action | Responsible Role | RACI-R | RACI-A | RACI-C | RACI-I | Directive Section | Coverage Status | Gap Recommendation | Category
129  | 9.4.040 – Safety Meetings | Participate in meetings | All Employees | (empty) | (empty) | (empty) | (empty) | Not in directives | ⚠ Gap | Include participation expectation in JD handbook. | Safety Management
130  | 9.4.050 – Prefab Meetings | Schedule/facilitate prefab meetings | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Coordination
131  | 9.4.050 – Prefab Meetings | Provide prefab schedules/deliverables | Prefab Lead | (empty) | (empty) | (empty) | (empty) | Sec. 7.3.7 Prefab JD | ✔ Covered | No change required. | Coordination
132  | 9.4.050 – Prefab Meetings | Validate constructability feasibility | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Coordination
133  | 9.4.050 – Prefab Meetings | Confirm manpower sequencing | General Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Labor Management
134  | 9.4.060 – Quality Meetings | Schedule/facilitate meetings, track actions | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Quality Control
135  | 9.4.060 – Quality Meetings | Report quality issues | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Quality Control
136  | 9.4.060 – Quality Meetings | Review quality inspections | Quality Inspector | (empty) | (empty) | (empty) | (empty) | Not in directives | ⚠ Gap | Add inspector responsibilities into QA directive. | Quality Control
137  | 9.4.060 – Quality Meetings | Confirm overlap with safety | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Safety Management
138  | 9.5.010 – Commissioning Meetings | Schedule/facilitate commissioning | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Coordination
139  | 9.5.010 – Commissioning Meetings | Define testing requirements | Commissioning Agent | (empty) | (empty) | (empty) | (empty) | Not in directives | ⚠ Gap | Add commissioning agent scope reference. | Quality Control
140  | 9.5.010 – Commissioning Meetings | Provide documentation/manpower | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not in directives | ⚠ Gap | Add subcontractor commissioning duties. | Coordination
141  | 9.5.010 – Commissioning Meetings | Ensure commissioning compliance | Quality Inspector | (empty) | (empty) | (empty) | (empty) | Not in directives | ⚠ Gap | Add QA/QC commissioning accountability. | Quality Control
142  | 9.6.010 – Closeout Meetings | Schedule and lead closeout meeting | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Project Closeout
143  | 9.6.010 – Closeout Meetings | Verify completion of punch list | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Project Closeout
144  | 9.6.010 – Closeout Meetings | Submit closeout docs | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not in directives | ⚠ Gap | Include subcontractor closeout requirements. | Project Closeout
145  | 9.6.010 – Closeout Meetings | Confirm acceptance of deliverables | Client/Owner | (empty) | (empty) | (empty) | (empty) | Not in directives | ⚠ Gap | Owner external – clarify acceptance protocols. | Project Closeout
146  | 9.4.190 – Document Filing Standards | Set up project folder structure using the standard template (Procore + Windows). | Site Administrator | (empty) | (empty) | (empty) | (empty) | Document Control – | ✔ Covered | (empty) | Documentation Management
147  | 9.4.190 – Document Filing Standards | Apply file/folder naming conventions and character rules consistently. | Project Engineer / APM | (empty) | (empty) | (empty) | (empty) | Document Control – | ✔ Covered | (empty) | Documentation Management
148  | 9.4.190 – Document Filing Standards | File incoming/outgoing project documents to the correct system and folder (by... | Field Foreman | (empty) | (empty) | (empty) | (empty) | Document Control – | ✔ Covered | (empty) | Documentation Management
149  | 9.4.190 – Document Filing Standards | Maintain version control: keep current docs current and move superseded versi... | Site Administrator | (empty) | (empty) | (empty) | (empty) | Document Control – | ✔ Covered | (empty) | Documentation Management
150  | 9.4.190 – Document Filing Standards | Issue updated drawings/submittals to field and confirm latest versions are ac... | Project Manager | (empty) | (empty) | (empty) | (empty) | Document Control – | ✔ Covered | (empty) | Documentation Management
151  | 9.4.190 – Document Filing Standards | Perform periodic audits of folder structure and fix noncompliance (weekly/mon... | Branch Manager | (empty) | (empty) | (empty) | (empty) | Document Control – | ✔ Covered | (empty) | Documentation Management
152  | 9.4.190 – Document Filing Standards | At closeout, compile and archive the final documentation package per closeout... | Project Manager | (empty) | (empty) | (empty) | (empty) | Project Closeout | ✔ Covered | (empty) | Documentation Management
153  | 9.4.195 – Documentation System | Ensure compliance with filing standards | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Documentation Management
154  | 9.4.195 – Documentation System | Organize folders & verify consistency | Site Administrator | (empty) | (empty) | (empty) | (empty) | Sec. 7.4 Business Admin JD | ✔ Covered | No change required. | Documentation Management
155  | 9.4.195 – Documentation System | Audit system compliance | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Documentation Management
156  | 9.4.200 – Submittals | Prepare submittal log & ensure timely submissions | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Documentation Management
157  | 9.4.200 – Submittals | Coordinate vendor submittals | Purchasing | (empty) | (empty) | (empty) | (empty) | Sec. 9.16 Purchasing | ✔ Covered | No change required. | Documentation Management
158  | 9.4.200 – Submittals | Provide shop drawings/product data | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not in directives | ⚠ Gap | Add subcontractor submittal duties. | Documentation Management
159  | 9.4.300 – A/E Communications | Issue RFIs and receive design clarifications | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Communication
160  | 9.4.300 – A/E Communications | Identify conflicts and escalate | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Communication
161  | 9.4.300 – A/E Communications | Log A/E communications | Site Administrator | (empty) | (empty) | (empty) | (empty) | Sec. 7.4 Business Admin JD | ✔ Covered | No change required. | Documentation Management
162  | 9.4.310 – GC Communications | Lead communications with GC | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Communication
163  | 9.4.310 – GC Communications | Escalate field directives | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Communication
164  | 9.4.310 – GC Communications | Log GC correspondence | Site Administrator | (empty) | (empty) | (empty) | (empty) | Sec. 7.4 Business Admin JD | ✔ Covered | No change required. | Documentation Management
165  | 9.4.315 – Develop Project Schedule | Develop baseline schedule | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scheduling
166  | 9.4.320 – Update Project Schedule | Update project schedule with progress | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scheduling
167  | 9.4.320 – Update Project Schedule | Provide weekly progress | Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Scheduling
168  | 9.4.325 – Monitor Schedule Performance | Prepare performance reports | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scheduling
169  | 9.4.325 – Monitor Schedule Performance | Verify progress in field | Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Labor Management
170  | 9.4.330 – Recovery Plans | Develop recovery strategies | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scheduling
171  | 9.4.330 – Recovery Plans | Approve recovery plans | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control
172  | 9.4.335 – Lookahead Schedules | Prepare weekly lookaheads | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scheduling
173  | 9.4.335 – Lookahead Schedules | Confirm sequencing | Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Labor Management
174  | 9.4.335 – Lookahead Schedules | Use lookahead for crew planning | Field Foreman | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Labor Management
175  | 9.4.340 – Resource-Loaded Schedules | Integrate resources into schedule | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scheduling
176  | 9.4.340 – Resource-Loaded Schedules | Confirm resource availability | Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Labor Management
177  | 9.4.340 – Resource-Loaded Schedules | Review resource forecasts | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Materials Management
178  | 9.4.345 – Schedule Review Meetings | Prepare agenda and lead meetings | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scheduling
179  | 9.4.345 – Schedule Review Meetings | Provide field updates | Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Scheduling
180  | 9.4.345 – Schedule Review Meetings | Confirm crew availability | Field Foreman | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Labor Management
181  | 9.4.345 – Schedule Review Meetings | Approve mitigation strategies | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Coordination
182  | 9.4.205 – RFIs | Subcontractors required to draft/support RFIs | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add subcontractor RFI responsibilities to directives. | Scope & Change Control
183  | 9.4.210 – Meeting Minutes | Minutes responsibility clarity | Site Administrator | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Explicitly assign Site Admin responsibility for meeting minutes. | Communication
184  | 9.4.215 – Daily Reports | Foremen/Subcontractors required to submit daily reports | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add subcontractor daily report requirement. | Labor Management
185  | 9.4.220 – Drawing Logs | Subcontractors to submit updated drawings | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add subcontractor drawing log submission. | Documentation Management
186  | 9.4.225 – Specifications | Subcontractor input on spec compliance | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Require subcontractor compliance review of specs. | Documentation Management
187  | 9.4.230 – Correspondence | Subcontractors required to provide written correspondence trail | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Include subcontractor correspondence duty. | Communication
188  | 9.4.235 – Permits | Authority responsibility for inspections | Regulatory Authorities | (empty) | (empty) | (empty) | (empty) | External role | ⚠ Gap | Clarify external agency responsibility protocol. | Safety Management
189  | 9.4.240 – Inspections | Subcontractors must close open deficiencies | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add subcontractor inspection compliance duties. | Quality Control
190  | 9.6.020 – Punch Lists | Subcontractors provide completion evidence | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add subcontractor punch list responsibilities. | Project Closeout
191  | 9.4.315 – Develop Schedule | Superintendent role not explicit in directives | Superintendent | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Clarify Superintendent role in directive 9.4 for schedule input. | Scheduling
192  | 9.4.330 – Recovery Plans | Superintendent adjustments not explicit | Superintendent | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Superintendent labor/equipment adjustment duties. | Scheduling
193  | 9.4.340 – Resource-Loaded | Foreman role missing for crew-level validation | Field Foreman | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Foreman resource feedback duty. | Labor Management
194  | 9.4.345 – Schedule Review Meetings | Consultant participation not explicit | Consultants | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add consultant role in review meetings if applicable. | Coordination
195  | 9.4.350 – Schedule Change Requests | Review schedule change requests | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scheduling
196  | 9.4.350 – Schedule Change Requests | Approve/reject requests | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Scheduling
197  | 9.4.350 – Schedule Change Requests | Log requests | Site Administrator | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Site Admin duty to maintain change request log. | Documentation Management
198  | 9.4.355 – Project Scope | Define and control project scope | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scope & Change Control
199  | 9.4.355 – Project Scope | Approve scope adjustments | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Scope & Change Control
200  | 9.4.360 – Change Orders | Prepare CO documentation | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scope & Change Control
201  | 9.4.360 – Change Orders | Review CO costs | Estimator | (empty) | (empty) | (empty) | (empty) | Sec. 9.7 Estimating | ✔ Covered | No change required. | Cost Control & Billing
202  | 9.4.360 – Change Orders | Approve COs before submission | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Scope & Change Control
203  | 9.4.360 – Change Orders | Maintain CO log | Site Administrator | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Site Admin duty for CO logs. | Documentation Management
204  | 9.4.365 – PCOs | Identify and document potential COs | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scope & Change Control
205  | 9.4.365 – PCOs | Provide cost backup | Estimator | (empty) | (empty) | (empty) | (empty) | Sec. 9.7 Estimating | ✔ Covered | No change required. | Cost Control & Billing
206  | 9.4.370 – Owner Directives | Implement and log directives | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scope & Change Control
207  | 9.4.370 – Owner Directives | Review directives for cost/schedule impact | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Scope & Change Control
208  | 9.4.375 – Scope Clarifications | Identify and clarify scope gaps | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scope & Change Control
209  | 9.4.375 – Scope Clarifications | Provide bid data for clarifications | Estimator | (empty) | (empty) | (empty) | (empty) | Sec. 9.7 Estimating | ✔ Covered | No change required. | Scope & Change Control
210  | 9.4.380 – Backcharges | Approve backcharges | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
211  | 9.4.380 – Backcharges | Process financial impacts | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty for backcharge tracking. | Cost Control & Billing
212  | 9.4.385 – Force Account Work | Authorize force account work | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scope & Change Control
213  | 9.4.385 – Force Account Work | Track labor/equipment/materials | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Labor Management
214  | 9.4.385 – Force Account Work | Process billing | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add explicit Accounting duty for force account billing. | Cost Control & Billing
215  | 9.4.385 – Force Account Work | File and log records | Site Administrator | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Site Admin duty for FA logs. | Documentation Management
216  | 9.4.390 – Claims | Identify/prepare claims | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Scope & Change Control
217  | 9.4.390 – Claims | Provide cost/time analysis | Estimator | (empty) | (empty) | (empty) | (empty) | Sec. 9.7 Estimating | ✔ Covered | No change required. | Cost Control & Billing
218  | 9.4.390 – Claims | Approve claims | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Scope & Change Control
219  | 9.4.390 – Claims | Assist with disputes | Legal Counsel | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Legal Counsel advisory role. | Scope & Change Control
220  | 9.4.390 – Claims | Maintain claim log | Site Administrator | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Site Admin duty for claim logs. | Documentation Management
221  | 9.2.140 – Project Budget | Prepare project budget | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
222  | 9.2.140 – Project Budget | Provide bid/estimate backup | Estimator | (empty) | (empty) | (empty) | (empty) | Sec. 9.7 Estimating | ✔ Covered | No change required. | Cost Control & Billing
223  | 9.2.140 – Project Budget | Review/input budget | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty to record project budget. | Cost Control & Billing
224  | 9.2.140 – Project Budget | Approve budget | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
225  | 9.4.400 – Monitor Project Costs | Monitor project costs vs. budget | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
226  | 9.4.400 – Monitor Project Costs | Validate cost reports | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
227  | 9.4.400 – Monitor Project Costs | Maintain detailed cost tracking | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add explicit Accounting duty for cost monitoring. | Cost Control & Billing
228  | 9.4.405 – Manage Cost Forecasts | Prepare updated cost forecasts | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
229  | 9.4.405 – Manage Cost Forecasts | Provide backup and adjustments | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting responsibility for forecast inputs. | Cost Control & Billing
230  | 9.4.410 – Manage Cost Codes | Assign and maintain cost codes | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
231  | 9.4.410 – Manage Cost Codes | Ensure alignment with company standards | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty to align cost codes with financial systems. | Cost Control & Billing
232  | 9.4.415 – Manage Committed Costs | Review purchase orders & contracts | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Materials Management
233  | 9.4.415 – Manage Committed Costs | Approve commitments | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
234  | 9.4.415 – Manage Committed Costs | Maintain records | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add explicit Accounting duty for committed cost records. | Cost Control & Billing
235  | 9.4.420 – Manage Actual Costs | Track invoices and payroll | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add explicit Accounting role for actual costs. | Cost Control & Billing
236  | 9.4.420 – Manage Actual Costs | Validate costs against budget | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
237  | 9.4.425 – Manage Job Cost Reports | Prepare monthly job cost reports | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
238  | 9.4.425 – Manage Job Cost Reports | Validate reports | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
239  | 9.4.425 – Manage Job Cost Reports | Provide accounting input | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty for job cost reports. | Cost Control & Billing
240  | 9.4.430 – Manage Profit Projections | Prepare profit projections | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
241  | 9.4.430 – Manage Profit Projections | Review projections | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
242  | 9.4.430 – Manage Profit Projections | Verify financial data | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty to verify data for projections. | Cost Control & Billing
243  | 9.4.435 – Manage Cost-to-Complete | Update cost-to-complete projections | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
244  | 9.4.435 – Manage Cost-to-Complete | Validate projections | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
245  | 9.4.435 – Manage Cost-to-Complete | Provide actual data input | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty for actuals in cost-to-complete. | Cost Control & Billing
246  | 9.4.440 – Prepare Billing Schedule | Prepare billing schedule | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
247  | 9.4.440 – Prepare Billing Schedule | Review billing schedule | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
248  | 9.4.440 – Prepare Billing Schedule | Confirm owner agreement | Client/Owner | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add client approval protocol for billing schedule. | Communication
249  | 9.4.445 – Monthly Pay Applications | Prepare pay application package | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
250  | 9.4.445 – Monthly Pay Applications | Review and approve pay apps | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
251  | 9.4.445 – Monthly Pay Applications | Provide invoices/payment records | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty to provide records for pay apps. | Cost Control & Billing
252  | 9.4.445 – Monthly Pay Applications | Approve payment | Client/Owner | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add client approval protocol for pay applications. | Communication
253  | 9.4.450 – Track Accounts Receivable | Track AR aging and follow up on collections | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty to maintain AR aging and collections follow-up. | Cost Control & Billing
254  | 9.4.450 – Track Accounts Receivable | Review AR status and escalate non-payment | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
255  | 9.4.450 – Track Accounts Receivable | Approve escalation actions for delinquent accounts | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
256  | 9.4.455 – Manage Lien Waivers | Collect executed lien waivers from subs/vendors | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Documentation Management
257  | 9.4.455 – Manage Lien Waivers | Track lien waivers and verify with pay apps | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty to track lien waivers with pay apps. | Documentation Management
258  | 9.4.455 – Manage Lien Waivers | Maintain lien waiver log | Site Administrator | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Assign Site Admin to maintain lien waiver log. | Documentation Management
259  | 9.4.455 – Manage Lien Waivers | Provide executed lien waivers | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Require subcontractor submission of lien waivers before payment. | Documentation Management
260  | 9.4.460 – Manage Retainage | Track retainage withheld and prepare release requests | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
261  | 9.4.460 – Manage Retainage | Verify amounts withheld and released | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty to verify retainage withheld/released. | Cost Control & Billing
262  | 9.4.460 – Manage Retainage | Approve final retainage release | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
263  | 9.4.465 – Manage Final Invoicing | Prepare final invoice and ensure supporting docs complete | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Cost Control & Billing
264  | 9.4.465 – Manage Final Invoicing | Review final invoice and submit for payment | Accounting | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add Accounting duty to review and submit final invoice. | Cost Control & Billing
265  | 9.4.465 – Manage Final Invoicing | Approve final invoice prior to release | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Cost Control & Billing
266  | 9.4.465 – Manage Final Invoicing | Submit final pay apps and lien waivers | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Require subcontractor final pay apps and lien waivers. | Cost Control & Billing
267  | 9.3.470 – Site-Specific Safety Plan | Draft and maintain SSSP | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Safety Management
268  | 9.3.470 – Site-Specific Safety Plan | Review and approve SSSP | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Safety Management
269  | 9.3.470 – Site-Specific Safety Plan | Audit SSSP for compliance | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Safety Management
270  | 9.3.470 – Site-Specific Safety Plan | Implement SSSP in field operations | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Safety Management
271  | 9.4.475 – Safety Orientation | Conduct orientation sessions and maintain records | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Safety Management
272  | 9.4.475 – Safety Orientation | Ensure all personnel complete orientation before work | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Safety Management
